,Open,High,Low,Close,Volume
2025-02-28 20:00:00,594.18,594.18,594.18,594.18,3384921
2025-02-28 19:45:00,594.2,594.35,594.05,594.35,29855
2025-02-28 19:30:00,594.11,594.23,593.92,594.2,65471
2025-02-28 19:15:00,593.99,594.14,593.51,594.12,128418
2025-02-28 19:00:00,593.88,594.0,593.78,593.9901,25934
2025-02-28 18:45:00,593.815,593.92,593.78,593.83,35599
2025-02-28 18:30:00,594.18,594.18,584.24,593.89,3404108
2025-02-28 18:15:00,593.83,593.89,593.78,593.81,18062
2025-02-28 18:00:00,593.755,593.85,593.75,593.85,51409
2025-02-28 17:45:00,593.565,593.7502,593.52,593.7502,10110
2025-02-28 17:30:00,593.78,594.18,593.53,593.59,980883
2025-02-28 17:15:00,593.76,593.85,558.0725,593.78,29662
2025-02-28 17:00:00,593.4,594.18,559.2736,593.74,158378
2025-02-28 16:45:00,593.43,594.18,593.365,593.43,51832
2025-02-28 16:30:00,593.42,594.18,593.32,593.44,147422
2025-02-28 16:15:00,593.34,594.18,584.9081,593.42,3907275
2025-02-28 16:00:00,594.05,596.875,584.785,593.34,18771160
2025-02-28 15:45:00,589.86,594.72,589.61,594.07,16986099
2025-02-28 15:30:00,589.63,590.16,587.93,589.87,3433264
2025-02-28 15:15:00,588.7,589.68,587.7,589.615,2299210
2025-02-28 15:00:00,588.09,589.3,587.82,588.71,2692236
2025-02-28 14:45:00,587.42,588.25,587.19,588.1,1846907
2025-02-28 14:30:00,585.6699,587.69,585.25,587.42,1884788
2025-02-28 14:15:00,584.435,585.83,584.425,585.67,1242555
2025-02-28 14:00:00,583.6,585.11,583.531,584.46,1625539
2025-02-28 13:45:00,585.93,586.33,583.58,583.6025,1484576
2025-02-28 13:30:00,584.69,586.52,584.29,585.9038,2172207
2025-02-28 13:15:00,584.12,584.77,582.44,584.72,4678667
2025-02-28 13:00:00,583.69,584.79,583.45,584.12,1599131
2025-02-28 12:45:00,585.32,585.64,583.6,583.6866,3053674
2025-02-28 12:30:00,587.075,587.18,584.9,585.33,1588938
2025-02-28 12:15:00,587.57,588.3,586.48,587.025,946336
2025-02-28 12:00:00,587.3647,587.71,586.51,587.62,998170
2025-02-28 11:45:00,587.835,588.34,587.11,587.34,1006662
2025-02-28 11:30:00,586.07,588.2,585.83,587.89,1117846
2025-02-28 11:15:00,587.62,587.835,586.01,586.06,1522391
2025-02-28 11:00:00,588.87,589.03,587.39,587.58,1356661
2025-02-28 10:45:00,587.45,588.8998,587.25,588.86,1263477
2025-02-28 10:30:00,588.36,588.7,587.09,587.43,2078529
2025-02-28 10:15:00,587.48,588.38,585.79,588.36,2882813
2025-02-28 10:00:00,586.01,587.5199,585.225,587.49,2286795
2025-02-28 09:45:00,585.92,586.12,584.73,586.03,2372211
2025-02-28 09:30:00,585.56,586.33,583.27,585.95,6167815
