,Open,High,Low,Close,Volume
2025-02-28 20:00:00,594.18,594.18,594.18,594.18,3384921
2025-02-28 19:55:00,594.19,594.35,594.13,594.35,15501
2025-02-28 19:50:00,594.1499,594.2,594.1,594.2,8114
2025-02-28 19:45:00,594.2,594.23,594.05,594.1,6240
2025-02-28 19:40:00,594.17,594.23,594.08,594.2,28729
2025-02-28 19:35:00,594.14,594.18,594.02,594.095,26660
2025-02-28 19:30:00,594.11,594.1599,593.92,594.1599,10082
2025-02-28 19:25:00,594.1,594.14,593.9,594.12,8545
2025-02-28 19:20:00,593.875,594.14,593.86,594.125,49564
2025-02-28 19:15:00,593.99,594.05,593.51,593.875,70309
2025-02-28 19:10:00,593.91,594.0,593.88,593.9901,3839
2025-02-28 19:05:00,593.98,594.0,593.84,593.88,12306
2025-02-28 19:00:00,593.88,593.98,593.78,593.935,9789
2025-02-28 18:55:00,593.91,593.92,593.78,593.83,27503
2025-02-28 18:50:00,593.85,593.92,593.81,593.9,5273
2025-02-28 18:45:00,593.815,593.89,593.79,593.89,2823
2025-02-28 18:40:00,593.83,593.89,593.78,593.89,15197
2025-02-28 18:35:00,593.83,593.85,593.78,593.78,2498
2025-02-28 18:30:00,594.18,594.18,584.24,593.81,3386413
2025-02-28 18:25:00,593.78,593.84,593.78,593.81,2844
2025-02-28 18:20:00,593.81,593.82,593.78,593.795,5044
2025-02-28 18:15:00,593.83,593.89,593.81,593.82,10174
2025-02-28 18:10:00,593.8,593.85,593.8,593.85,31605
2025-02-28 18:05:00,593.76,593.83,593.75,593.83,9689
2025-02-28 18:00:00,593.755,593.78,593.75,593.76,10115
2025-02-28 17:55:00,593.655,593.7502,593.61,593.7502,4009
2025-02-28 17:50:00,593.68,593.7052,593.52,593.63,1500
2025-02-28 17:45:00,593.565,593.59,593.52,593.56,4601
2025-02-28 17:40:00,593.56,593.76,593.53,593.59,9237
2025-02-28 17:35:00,593.575,594.18,593.55,593.66,950223
2025-02-28 17:30:00,593.78,593.82,593.6,593.6,21423
2025-02-28 17:25:00,593.84,593.84,593.74,593.78,2710
2025-02-28 17:20:00,593.79,593.85,564.5945,593.733,5087
2025-02-28 17:15:00,593.76,593.85,558.0725,593.755,21865
2025-02-28 17:10:00,593.65,593.81,560.2344,593.74,13681
2025-02-28 17:05:00,593.485,594.18,559.2736,593.65,132340
2025-02-28 17:00:00,593.4,593.53,575.3941,593.485,12357
2025-02-28 16:55:00,593.55,594.18,593.41,593.43,22010
2025-02-28 16:50:00,593.41,593.66,593.38,593.58,22984
2025-02-28 16:45:00,593.43,593.57,593.365,593.44,6838
2025-02-28 16:40:00,593.36,593.49,593.34,593.44,13733
2025-02-28 16:35:00,593.39,593.49,593.32,593.365,31376
2025-02-28 16:30:00,593.42,594.18,593.36,593.41,102313
2025-02-28 16:25:00,593.66,593.7,593.42,593.42,111489
2025-02-28 16:20:00,594.18,594.18,584.9081,593.66,309897
2025-02-28 16:15:00,593.34,594.18,593.18,593.51,3485889
2025-02-28 16:10:00,594.18,594.1835,593.2,593.34,6190963
2025-02-28 16:05:00,593.4091,594.18,593.04,593.66,1513321
2025-02-28 16:00:00,594.05,596.875,584.785,593.41,11066876
2025-02-28 15:55:00,592.59,594.72,592.585,594.07,10472112
