,Open,High,Low,Close,Volume
2025-02-28 20:00:00,594.18,594.18,594.18,594.18,3384921
2025-02-28 19:00:00,593.88,594.35,593.51,594.35,249678
2025-02-28 18:00:00,593.755,594.18,584.24,593.83,3509178
2025-02-28 17:00:00,593.4,594.18,558.0725,593.7502,1179033
2025-02-28 16:00:00,594.05,596.875,584.785,593.43,22877689
2025-02-28 15:00:00,588.09,594.72,587.7,594.07,25410809
2025-02-28 14:00:00,583.6,588.25,583.531,588.1,6599789
2025-02-28 13:00:00,583.69,586.52,582.44,583.6025,9934581
2025-02-28 12:00:00,587.3647,588.3,583.6,583.6866,6587118
2025-02-28 11:00:00,588.87,589.03,585.83,587.34,5003560
2025-02-28 10:00:00,586.01,588.8998,585.225,588.86,8511614
2025-02-28 09:00:00,586.24,586.73,583.27,586.03,8866087
2025-02-28 08:00:00,586.8025,587.5988,584.65,586.22,599761
2025-02-28 07:00:00,587.24,587.26,585.99,586.67,335257
2025-02-28 06:00:00,587.13,587.61,587.0,587.22,69351
2025-02-28 05:00:00,587.0,587.5,586.75,587.05,29676
2025-02-28 04:00:00,586.1,587.32,586.1,586.9,47825
2025-02-27 20:00:00,585.05,585.05,585.05,585.05,1625705
2025-02-27 19:00:00,586.045,586.26,584.88,584.88,80028
2025-02-27 18:00:00,585.55,597.08,585.05,586.06,1882748
2025-02-27 17:00:00,585.6285,585.66,549.6558,585.51,741143
2025-02-27 16:00:00,585.045,594.2447,584.71,585.55,16598213
2025-02-27 15:00:00,589.3,589.35,584.65,585.04,21785495
2025-02-27 14:00:00,593.76,593.84,588.34,589.28,7626877
2025-02-27 13:00:00,593.44,595.16,593.305,593.71,3493569
2025-02-27 12:00:00,592.49,594.475,591.4,593.42,4293663
2025-02-27 11:00:00,593.44,596.24,592.28,592.45,4782377
2025-02-27 10:00:00,592.43,596.52,590.52,593.432,9155874
2025-02-27 09:00:00,595.85,598.02,592.14,592.435,6355004
2025-02-27 08:00:00,598.5,598.68,593.935,595.88,1678813
2025-02-27 07:00:00,598.33,598.68,597.87,597.97,511069
2025-02-27 06:00:00,597.82,598.37,597.75,598.37,45433
2025-02-27 05:00:00,597.86,598.16,597.45,597.85,17076
2025-02-27 04:00:00,596.77,597.99,596.77,597.8,49214
2025-02-26 20:00:00,594.54,594.54,594.54,594.54,751074
2025-02-26 19:00:00,595.075,595.4,593.61,593.68,88810
2025-02-26 18:00:00,595.21,595.575,593.85,595.07,896823
2025-02-26 17:00:00,596.31,596.7463,555.0083,595.21,313180
2025-02-26 16:00:00,594.44,600.01,590.29,596.31,6340303
2025-02-26 15:00:00,592.8,595.29,592.46,594.43,8644632
2025-02-26 14:00:00,592.55,594.64,591.8556,592.76,5338958
2025-02-26 13:00:00,595.59,595.86,592.12,592.58,5486055
2025-02-26 12:00:00,598.06,599.3791,595.1,595.605,4210249
2025-02-26 11:00:00,598.87,599.58,597.82,598.01,3682914
2025-02-26 10:00:00,597.71,599.28,597.2411,598.85,4807069
2025-02-26 09:00:00,596.47,597.8,595.1,597.71,4930736
2025-02-26 08:00:00,596.7422,597.6,594.24,596.5,308723
2025-02-26 07:00:00,596.8,597.19,596.29,596.79,374028
2025-02-26 06:00:00,597.29,597.52,596.53,596.84,84581
2025-02-26 05:00:00,597.04,597.39,596.85,597.28,12507
2025-02-26 04:00:00,596.96,597.45,596.47,596.99,64084
2025-02-25 20:00:00,594.24,596.0,594.24,596.0,1443709
2025-02-25 19:00:00,595.68,595.99,595.41,595.97,40772
2025-02-25 18:00:00,595.35,595.95,593.68,595.62,1554671
2025-02-25 17:00:00,595.04,595.35,554.6749,595.35,843838
2025-02-25 16:00:00,594.19,599.82,593.709,595.04,8205649
2025-02-25 15:00:00,595.23,596.64,593.57,594.21,10688781
2025-02-25 14:00:00,594.65,595.58,593.01,595.24,5272311
2025-02-25 13:00:00,594.78,596.18,593.61,594.71,4944324
2025-02-25 12:00:00,593.13,594.8,592.12,594.79,4164430
2025-02-25 11:00:00,592.34,593.8084,589.56,593.2,7750611
2025-02-25 10:00:00,595.25,595.28,590.5033,592.33,12550524
2025-02-25 09:00:00,597.39,597.89,594.25,595.23,5939827
2025-02-25 08:00:00,595.8645,598.38,594.9975,597.41,347840
2025-02-25 07:00:00,596.83,597.88,596.55,597.82,147307
2025-02-25 06:00:00,595.21,597.08,594.95,596.8,62272
2025-02-25 05:00:00,595.19,596.11,595.02,595.13,24378
